StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q3_NPS_GROUP,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q6,Q7,Q8,Q9,Q10,Q10_11_TEXT,Q11,Q11_12_TEXT,Q12,Q13,Q14_4,Q14_5,Q15
2/7/2024 16:11,2/7/2024 16:12,IP Address,,100,78,TRUE,2/7/2024 16:12,R_4iKyHfXvMXw0FQR,,,,,-34.9281,138.5999,qr,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Promoter,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,No,,,,,,,,,
2/7/2024 16:10,2/7/2024 16:12,IP Address,,100,137,TRUE,2/7/2024 16:12,R_437GLouN1Z1kI9o,,,,,-34.9281,138.5999,qr,EN,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Promoter,9,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Actual examples of how to start a conversation ,More time on tough conversations ,,No,,,,,,,,,
2/7/2024 16:10,2/7/2024 16:12,IP Address,,100,152,TRUE,2/7/2024 16:12,R_469kKxsri0D66V5,,,,,-34.9281,138.5999,qr,EN,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Passive,8,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,unpacking the six leadership styles and learning different styles can be applied in one situation ,,,No,,,,,,,,,
2/7/2024 16:10,2/7/2024 16:12,IP Address,,100,167,TRUE,2/7/2024 16:12,R_47WOjyhgEEtmpCo,,,,,-34.9029,138.6545,qr,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Promoter,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Interaction between attendees and the facilitator. It was beneficial to share ideas and experiences with others from different backgrounds. ,,,Yes,"Business Management,Leadership and Management",,"4-8 hours,1-2 weeks",,Face-to-face in Adelaide,No,,,
2/7/2024 16:09,2/7/2024 16:13,IP Address,,100,212,TRUE,2/7/2024 16:13,R_4roWW7vaLSDmSZn,,,,,-34.9274,138.6005,qr,EN,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Passive,8,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The presenter was captivating and provided lots of great examples ,,I would definitely recommend ,Yes,Leadership and Management,,2-4 hours,,"Virtually, in real-time",No,,,
2/7/2024 16:09,2/7/2024 16:13,IP Address,,100,215,TRUE,2/7/2024 16:13,R_4KtAts71GK7T8TD,,,,,-34.9281,138.5999,qr,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Promoter,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All the real life examples given by Sonali. Everything was also explained in good detail and the presenter kept me engaged all day.,No improvements required ,"I would recommended this to anyone in a leadership position. I found it beneficial and learnt a lot about many topics, specifically dealing with conflict. ",Yes,"Leadership and Management,Career and Wellness",,"4-8 hours,1-2 days",,Face-to-face in Adelaide,Maybe,,,Face-to-face in Adelaide
2/7/2024 16:09,2/7/2024 16:13,IP Address,,100,212,TRUE,2/7/2024 16:13,R_4qfFyg7JVg3rPpo,,,,,-34.8966,138.573,qr,EN,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Passive,7,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,learning how to reframe our conversations with team members and provide effective feedback,,making it shorter,Yes,"Leadership and Management,Project Management,Career and Wellness",,"2-4 hours,4-8 hours",,Face-to-face in Adelaide,Yes,,,Online
2/7/2024 16:10,2/7/2024 16:13,IP Address,,100,172,TRUE,2/7/2024 16:13,R_4CdArrDM7u5grqM,,,,,-34.9281,138.5999,qr,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Promoter,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Learning the different tools in communicating with team members and asking questions to put the ball back in their court.,,,No,,,,,,,,,
2/7/2024 16:09,2/7/2024 16:13,IP Address,,100,243,TRUE,2/7/2024 16:13,R_4fiInwMh0fexnDn,,,,,-34.9281,138.5999,qr,EN,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Passive,7,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,The real life examples given by the facilitator,"A digital version of the notes to work through during the course. 

Inclusion of references to the shift or transition away from the “doing” as a team member and how to delegate. ",,Yes,"Business Management,Leadership and Management,Project Management",,"4-8 hours,1-2 days",,Any of the above,No,,,
2/7/2024 16:09,2/7/2024 16:13,IP Address,,100,238,TRUE,2/7/2024 16:13,R_4q7eRpNm2pBViGh,,,,,-34.9281,138.5999,qr,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Promoter,9,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Thinking differently about being a team leader, hearing about life stories which related to.",N/A,Was great.,Yes,"Customer Experience,Leadership and Management",,4-8 hours,,Face-to-face in Adelaide,Yes,,,Face-to-face in Adelaide
2/7/2024 16:13,2/7/2024 16:14,IP Address,,100,78,TRUE,2/7/2024 16:14,R_4oKK5rDhNM9yP9a,,,,,-34.9233,138.5713,qr,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Promoter,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,No,,,,,,,,,
2/7/2024 16:10,2/7/2024 16:12,IP Address,,60,133,FALSE,9/7/2024 16:12,R_42PVbptZRvsEhEG,,,,,,,qr,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Promoter,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sonali's examples from her own experiences. That really helps me relate and understand how what I've learnt can be applied.,,,Yes,,,,,,,,,
2/7/2024 16:09,2/7/2024 16:12,IP Address,,60,207,FALSE,9/7/2024 16:13,R_4nIUJ5aMgch3xWH,,,,,,,qr,EN,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Promoter,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,How interactive the facilitator was and the stories she shared which kept me engaged ,More questions in the workboo ,10-Oct,Yes,"Leadership and Management,Career and Wellness",,2-4 hours,,Face-to-face in Adelaide,Yes,,,
